Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Card_Type,Card_Age,Authentication_Method,Risk_Score,Is_Weekend,Transaction_Month,Transaction_Day,Transaction_Hour,Transaction_DayOfWeek,Failed_Transaction_Rate,Transaction_Ratio
Bank Transfer,70739.8,Mobile,London,Restaurants,Discover,160.0,OTP,0.1598,0,11,29,20,2,0.6666666666666666,0.19030825496342738
Bank Transfer,87891.88,Mobile,Mumbai,Restaurants,Discover,125.0,Biometric,0.1276,0,12,11,0,0,0.1111111111111111,0.5937605968124788
POS,99068.59,Tablet,Tokyo,Clothing,Discover,29.0,Biometric,0.8364,0,1,25,1,2,2.0,0.16174215019534074
Bank Transfer,82551.75,Laptop,Mumbai,Groceries,Discover,117.0,PIN,0.7446,0,1,25,7,2,0.0,0.3891939893902923
Online,4305.54,Laptop,Tokyo,Clothing,Amex,50.0,Biometric,0.2467,0,7,28,20,4,0.3333333333333333,0.22305437968088568
Online,44194.18,Mobile,New York,Restaurants,Discover,35.0,PIN,0.9407,1,12,24,6,6,0.21428571428571427,0.06787595084844938
ATM Withdrawal,64916.07,Mobile,Sydney,Groceries,Discover,44.0,Password,0.0205,0,5,11,11,3,0.0,0.027380857348128045
POS,49424.53,Laptop,Mumbai,Travel,Amex,115.0,Password,0.5988,0,6,30,5,4,0.2222222222222222,1.0943052391799544
Bank Transfer,37017.42,Tablet,Tokyo,Restaurants,Discover,114.0,PIN,0.2038,0,1,24,18,1,0.2,0.04065907291222513
Online,72653.39,Mobile,Mumbai,Groceries,Discover,139.0,PIN,0.1769,1,6,24,8,5,4.0,0.28343588082901555
ATM Withdrawal,68277.34,Laptop,London,Groceries,Mastercard,170.0,Password,0.755,0,9,25,21,0,0.2,0.3880884309451694
Bank Transfer,53862.2,Tablet,Tokyo,Groceries,Mastercard,204.0,OTP,0.146,0,7,21,10,4,0.2857142857142857,0.858605821056414
Online,48243.47,Mobile,London,Clothing,Visa,202.0,Biometric,0.7077,0,4,5,13,2,0.0,0.202291917973462
POS,74326.76,Tablet,Sydney,Electronics,Amex,230.0,OTP,0.0239,1,3,5,20,6,0.0,2.638064593016327
Bank Transfer,74936.78,Mobile,London,Clothing,Visa,23.0,OTP,0.5608,0,10,3,12,1,0.3333333333333333,0.3869304108845384
Bank Transfer,28298.97,Mobile,Sydney,Travel,Mastercard,25.0,OTP,0.7618,0,9,26,14,1,0.6666666666666666,0.7069142125480155
POS,82865.21,Mobile,New York,Groceries,Discover,185.0,PIN,0.8234,0,3,22,23,2,0.0,0.38577843913586485
POS,89711.45,Tablet,Sydney,Electronics,Visa,10.0,Password,0.9523,0,2,15,19,2,1.0,0.17725105571448033
ATM Withdrawal,95269.36,Tablet,Mumbai,Restaurants,Mastercard,143.0,OTP,0.9965,1,11,12,6,6,0.0,0.10909610167071254
Online,951.69,Mobile,Mumbai,Groceries,Mastercard,170.0,OTP,0.5238,0,5,8,19,0,0.3333333333333333,0.0615732930835479
ATM Withdrawal,75488.25,Laptop,unknown,Restaurants,Discover,190.0,Biometric,0.4718,0,7,20,10,3,4.0,0.04335950836462957
POS,73710.26,Laptop,New York,Electronics,Mastercard,233.0,OTP,0.7829,0,11,22,20,2,0.08333333333333333,0.26161361865371935
Bank Transfer,84234.41,Laptop,New York,Electronics,Discover,54.0,Biometric,0.3517,0,3,1,11,2,0.07142857142857142,0.4574402625371756
Online,45160.44,Mobile,Tokyo,Electronics,Amex,207.0,PIN,0.171,1,9,17,17,6,0.0,0.08951689295863592
ATM Withdrawal,27169.46,Mobile,Sydney,Groceries,Discover,105.0,Password,0.676,0,1,23,18,0,0.23076923076923078,0.28455181585029926
POS,25168.72,Tablet,New York,Electronics,Amex,128.0,Biometric,0.5444,1,8,5,0,5,0.0,0.8726643598615917
ATM Withdrawal,54356.27,Laptop,London,Clothing,Amex,60.0,Biometric,0.2439,0,4,19,11,2,0.6,0.01101611655762035
POS,5248.75,Tablet,Sydney,Travel,Discover,230.0,Password,0.4169,1,7,1,0,5,0.75,0.4028568240151769
Bank Transfer,67903.33,Tablet,Tokyo,Groceries,Visa,105.0,Password,0.2007,0,8,21,1,0,0.2,1.2978628673196793
ATM Withdrawal,98680.09,Tablet,Tokyo,Groceries,Visa,101.0,OTP,0.5878,0,5,19,21,4,0.25,0.022281970455528773
POS,29022.55,Laptop,Tokyo,Restaurants,Visa,127.0,PIN,0.1949,0,2,24,0,4,0.0,0.4611481671512457
POS,6391.07,Mobile,New York,Restaurants,Amex,48.0,PIN,0.7788,1,9,2,7,5,0.0,1.5181388012618298
Online,79795.42,Tablet,unknown,Travel,Visa,46.0,PIN,0.5597,1,9,30,1,5,0.4444444444444444,0.00453808041390801
Bank Transfer,85319.9,Mobile,Mumbai,Clothing,Mastercard,148.0,OTP,0.229,0,9,29,17,4,2.0,0.19538188277087035
POS,37201.24,Mobile,Sydney,Groceries,Visa,124.0,PIN,0.8904,0,8,17,0,3,0.18181818181818182,0.03204201931236955
Online,18890.0,Tablet,New York,Electronics,Discover,213.0,OTP,0.8855,1,12,2,20,5,0.6666666666666666,0.5658350027317429
Online,83219.49,Laptop,Mumbai,Restaurants,Visa,127.0,Password,0.4658,0,6,9,3,4,0.6666666666666666,0.5864523065895244
POS,45936.7,Mobile,Sydney,Restaurants,Mastercard,31.0,Biometric,0.0182,1,4,1,5,5,0.18181818181818182,1.5713128038897894
Online,49707.31,Laptop,Sydney,Clothing,Amex,226.0,PIN,0.8785,0,10,11,18,2,0.375,1.2836952068824252
ATM Withdrawal,32314.96,Mobile,London,Clothing,Discover,238.0,Biometric,0.5714,0,3,30,5,3,0.0,0.7637978004237715
Online,73324.59,Tablet,New York,Electronics,Mastercard,192.0,OTP,0.519,0,10,13,15,4,0.21428571428571427,1.037604105325145
Online,81870.48,Laptop,Mumbai,Restaurants,Visa,170.0,Biometric,0.4967,0,10,19,23,3,0.08333333333333333,1.139034388521977
Online,87676.42,Laptop,New York,Groceries,Discover,104.0,Password,0.425,0,12,5,8,1,0.0,2.888250415847573
Online,26344.25,Tablet,Tokyo,Restaurants,Mastercard,44.0,OTP,0.6623,0,11,28,7,1,0.3076923076923077,1.0201181022195072
POS,21730.34,Tablet,Tokyo,Travel,Mastercard,194.0,Password,0.5051,0,10,4,0,2,0.15384615384615385,1.0183716075156577
POS,71454.41,Laptop,Mumbai,Electronics,Mastercard,146.0,Password,0.4359,0,11,23,7,3,1.5,0.7073530469817972
POS,83502.71,Tablet,Mumbai,Groceries,Discover,107.0,OTP,0.9673,0,6,14,11,2,0.3333333333333333,0.10952407677629364
POS,95037.84,Tablet,Sydney,Groceries,Discover,11.0,PIN,0.4864,0,2,13,12,0,0.14285714285714285,0.6328388401888064
ATM Withdrawal,78580.04,Mobile,New York,Electronics,Visa,15.0,PIN,0.5168,1,8,12,15,5,0.16666666666666666,0.09875585032573674
Bank Transfer,64326.15,Laptop,unknown,Clothing,Discover,115.0,PIN,0.752,0,4,24,3,0,0.5,0.3398038880337495
POS,49023.05,Laptop,New York,Travel,Visa,21.0,Password,0.6918,0,8,29,20,1,0.25,0.14193978024068876
Online,76023.66,Laptop,Tokyo,Restaurants,Amex,103.0,Biometric,0.2485,0,1,12,19,3,0.375,0.14948512981179018
POS,39259.2,Mobile,Tokyo,Travel,Amex,188.0,OTP,0.3008,0,5,3,15,2,0.3333333333333333,0.22739114253814666
Bank Transfer,53368.83,Laptop,Sydney,Clothing,Discover,119.0,PIN,0.6116,0,11,30,12,3,0.2222222222222222,0.024532171238144065
Bank Transfer,31560.06,Mobile,New York,Restaurants,Mastercard,133.0,Biometric,0.0026,0,7,27,10,3,0.4,0.18970237259581635
Bank Transfer,27232.24,Tablet,New York,Electronics,Mastercard,122.0,OTP,0.1497,0,7,24,7,0,0.0,0.15581624019574214
Online,1902.49,Mobile,Tokyo,Groceries,Visa,131.0,OTP,0.4857,1,8,26,1,5,0.0,0.05457345059370466
Bank Transfer,98402.89,Mobile,Sydney,Clothing,Amex,130.0,OTP,0.8492,0,2,9,4,3,0.36363636363636365,4.019903498190592
POS,64419.27,Mobile,New York,Electronics,Amex,125.0,OTP,0.1792,0,12,25,19,0,0.14285714285714285,0.3288312485611235
Bank Transfer,77124.71,Tablet,New York,Travel,Mastercard,231.0,OTP,0.4124,1,7,9,18,6,0.0,2.72987436016752
Bank Transfer,31369.25,Laptop,Mumbai,Travel,Visa,116.0,OTP,0.8422,0,3,3,4,4,0.0,2.329783801226202
POS,72792.39,Tablet,London,Travel,Visa,61.0,Password,0.9698,0,5,31,4,2,0.0,0.7495381554639761
ATM Withdrawal,71532.93,Laptop,New York,Electronics,Mastercard,197.0,Password,0.7597,0,11,21,22,1,0.125,0.1846684778618107
Online,55668.74,Laptop,Tokyo,Travel,Visa,90.0,OTP,0.4436,1,1,15,17,6,0.15384615384615385,1.291300730331885
ATM Withdrawal,98531.62,Laptop,London,Restaurants,Mastercard,21.0,PIN,0.2971,1,12,30,10,5,0.2727272727272727,0.4158994660283557
ATM Withdrawal,97636.94,Tablet,Sydney,Restaurants,Amex,61.0,Biometric,0.1375,1,11,4,19,5,0.0,0.4796251962828532
Online,61935.31,Mobile,Tokyo,Restaurants,Mastercard,228.0,OTP,0.0678,0,3,20,19,0,3.0,0.3538743136058572
ATM Withdrawal,93267.28,Tablet,London,Travel,Visa,178.0,PIN,0.4807,0,1,3,5,1,0.0,2.5778207901628147
POS,37463.02,Laptop,Tokyo,Restaurants,Visa,91.0,PIN,0.8573,1,10,8,17,6,0.18181818181818182,0.24922027086429574
Online,60122.02,Laptop,Mumbai,Restaurants,Mastercard,30.0,Password,0.7329,0,4,14,22,4,0.0,0.4372839506172839
Bank Transfer,75190.54,Mobile,Mumbai,Restaurants,Visa,78.0,PIN,0.8293,0,4,19,6,2,0.3333333333333333,0.2558434273129584
POS,40163.46,Tablet,Mumbai,Restaurants,Discover,57.0,PIN,0.0207,0,4,19,8,2,0.3076923076923077,0.46012115998136
POS,2665.57,Laptop,Tokyo,Clothing,Mastercard,84.0,PIN,0.0692,0,1,5,18,3,0.2857142857142857,3.0506224066390044
Bank Transfer,81161.56,Laptop,London,Electronics,Visa,26.0,PIN,0.6682,0,3,2,3,3,0.3333333333333333,0.4991277802006105
Online,34930.27,Tablet,Tokyo,Clothing,Mastercard,208.0,OTP,0.1467,1,4,8,4,5,0.2,1.0081323611890072
ATM Withdrawal,44841.55,Laptop,Tokyo,Restaurants,Discover,238.0,OTP,0.3421,0,11,15,11,2,0.25,0.31598942232485383
Online,72734.54,Laptop,London,Travel,Mastercard,26.0,PIN,0.9101,0,3,6,16,0,0.4,2.1908703590992085
POS,88722.06,Tablet,Tokyo,Groceries,Amex,215.0,OTP,0.169,0,6,20,18,1,0.0,0.09135356560806941
POS,8835.53,Mobile,London,Travel,Amex,135.0,OTP,0.8054,0,6,9,13,4,0.4444444444444444,0.07884072839189536
POS,21182.46,Tablet,Mumbai,Travel,Amex,176.0,Biometric,0.3259,1,6,24,4,5,0.16666666666666666,0.6459827955526843
Online,93930.65,Laptop,Tokyo,Electronics,Discover,84.0,Biometric,0.123,0,2,23,5,3,0.0,1.6780730493872102
Online,1300.64,Laptop,New York,Restaurants,Visa,208.0,Biometric,0.6659,0,3,31,14,4,0.0,0.009301232329337498
POS,28249.74,Laptop,London,Travel,Mastercard,61.0,Password,0.2331,1,11,25,13,5,0.0,0.07582178852523237
POS,80427.59,Mobile,Tokyo,Clothing,Amex,34.0,PIN,0.3939,0,7,5,11,2,0.6,0.6804908912924098
ATM Withdrawal,55016.9,Tablet,London,Groceries,Amex,79.0,Biometric,0.7384,0,10,5,0,3,0.4,1.6231893347006794
POS,45473.54,Tablet,Mumbai,Groceries,Amex,66.0,PIN,0.295,1,2,4,15,5,0.25,0.6548675622474703
Bank Transfer,38119.78,Laptop,London,Travel,Mastercard,153.0,PIN,0.7014,1,11,18,22,5,0.3333333333333333,0.1114029425512498
Bank Transfer,61091.15,Mobile,Mumbai,Groceries,Amex,194.0,Password,0.6678,1,3,4,2,5,0.15384615384615385,0.03189637366852557
ATM Withdrawal,95762.03,Tablet,Sydney,Restaurants,Amex,182.0,PIN,0.918,0,12,8,2,4,0.07142857142857142,0.1658232359230221
Online,39669.08,Mobile,Mumbai,Groceries,Discover,66.0,Password,0.8236,0,8,23,16,2,0.0,0.4813494694960212
ATM Withdrawal,16992.01,Mobile,Tokyo,Groceries,Amex,44.0,Biometric,0.2839,0,6,15,9,3,0.4,0.48136741607637823
ATM Withdrawal,24187.39,Tablet,Tokyo,Electronics,Amex,81.0,OTP,0.5711,1,12,16,11,5,0.3333333333333333,0.40554715078164394
Bank Transfer,73996.24,Tablet,Mumbai,Electronics,Amex,166.0,Password,0.8535,0,9,14,7,3,0.08333333333333333,0.05460124995322032
POS,77802.1,Tablet,Sydney,Clothing,Discover,117.0,Biometric,0.6924,0,3,20,16,0,0.2222222222222222,0.8052512186881606
POS,45468.95,Laptop,London,Restaurants,Amex,173.0,Biometric,0.5793,1,12,16,6,5,0.5,2.818407274731331
ATM Withdrawal,98825.44,Mobile,Tokyo,Travel,Amex,196.0,PIN,0.9746,1,8,19,4,5,0.3333333333333333,2.001824193364497
ATM Withdrawal,60589.57,Mobile,New York,Travel,Mastercard,233.0,OTP,0.6312,0,10,26,4,3,0.5,2.1760182524928173
POS,5754.21,Tablet,London,Groceries,Mastercard,55.0,PIN,0.5093,0,5,10,11,2,0.5,5.3717182690566725
Bank Transfer,27519.13,Laptop,Sydney,Clothing,Amex,6.0,Biometric,0.6993,0,12,8,20,4,0.0,3.111203044845275
ATM Withdrawal,44361.42,Laptop,Sydney,Restaurants,Discover,150.0,Password,0.3192,0,8,10,8,3,0.0,0.6123831425286207
Bank Transfer,61927.28,Tablet,New York,Clothing,Visa,149.0,Biometric,0.9539,0,4,17,23,0,0.8,0.6488595893005986
Online,95214.63,Tablet,Tokyo,Clothing,Amex,223.0,PIN,0.6702,1,10,28,12,5,0.21428571428571427,0.21842155960357043
ATM Withdrawal,98133.39,Laptop,Tokyo,Groceries,Visa,200.0,Password,0.5811,0,7,14,13,4,0.5,0.14570555836159416
Bank Transfer,85912.59,Laptop,Mumbai,Clothing,Amex,222.0,OTP,0.874,1,12,3,12,6,0.25,0.9702060221870047
POS,74727.9,Laptop,Tokyo,Electronics,Visa,141.0,OTP,0.8954,1,10,21,0,5,3.0,0.017652020242589765
Bank Transfer,57711.41,Laptop,Sydney,Travel,Mastercard,86.0,Password,0.9116,0,7,12,3,2,0.1,0.05524828421477594
POS,38433.57,Tablet,London,Electronics,Visa,155.0,Biometric,0.3638,0,8,28,21,0,0.0,0.1579621192152728
ATM Withdrawal,85488.63,Mobile,Sydney,Restaurants,Discover,152.0,Biometric,0.3735,0,7,25,16,1,0.3333333333333333,1.4417539267015709
Online,55696.24,Laptop,Mumbai,Electronics,Discover,159.0,PIN,0.687,0,6,16,7,4,1.0,0.1704181248848775
ATM Withdrawal,99601.34,Tablet,Tokyo,Restaurants,Mastercard,5.0,PIN,0.9739,1,2,19,4,6,0.3076923076923077,0.12572863420321045
Bank Transfer,32523.21,Tablet,London,Restaurants,Mastercard,193.0,PIN,0.1183,1,4,16,7,6,0.6666666666666666,0.5761954114084823
Bank Transfer,17706.96,Tablet,unknown,Clothing,Mastercard,44.0,PIN,0.2024,1,9,2,1,5,3.0,0.18432097030060846
Online,56005.54,Tablet,Sydney,Travel,Amex,117.0,Password,0.0262,0,12,8,13,4,0.0,0.7439366441181322
Online,82116.31,Laptop,London,Clothing,Amex,76.0,Biometric,0.6511,0,4,14,16,4,0.0,1.5599078341013826
Bank Transfer,63468.76,Tablet,Mumbai,Restaurants,Discover,172.0,Password,0.7449,1,12,10,14,6,0.3333333333333333,0.37793648919844175
Online,17586.02,Laptop,Mumbai,Clothing,Visa,75.0,Biometric,0.2166,0,8,11,11,5,0.0,0.22247481270989408
Bank Transfer,67032.64,Laptop,New York,Travel,Discover,8.0,Biometric,0.4621,1,11,11,9,5,0.2727272727272727,0.21239113877942978
Bank Transfer,24063.64,Mobile,Sydney,Travel,Discover,102.0,Biometric,0.5602,0,4,20,17,3,0.25,0.28276579437205734
POS,9658.49,Laptop,New York,Travel,Mastercard,132.0,PIN,0.4495,0,6,2,8,4,1.5,0.060375888596747494
Online,16293.82,Tablet,Tokyo,Clothing,Visa,171.0,Password,0.0936,0,7,21,2,4,2.0,0.17438981252210822
ATM Withdrawal,45910.08,Laptop,Mumbai,Clothing,Amex,169.0,PIN,0.7359,1,2,12,4,6,0.3333333333333333,1.0703489456988244
ATM Withdrawal,62576.3,Tablet,Mumbai,Restaurants,Amex,157.0,OTP,0.0786,0,6,15,6,3,0.0,0.10867807153965785
Online,80975.59,Mobile,New York,Travel,Amex,76.0,Biometric,0.9697,0,11,24,12,4,0.2,0.21366762813401377
POS,80390.56,Mobile,Mumbai,Electronics,Discover,178.0,Password,0.2558,0,1,3,1,1,0.42857142857142855,0.7219047619047619
ATM Withdrawal,15689.04,Mobile,Tokyo,Groceries,Amex,203.0,PIN,0.3082,0,11,24,18,4,0.0,0.27406515135644705
POS,94406.66,Laptop,Sydney,Groceries,Discover,109.0,Biometric,0.6543,1,8,20,3,6,0.5,0.4309240164180599
Online,55459.03,Tablet,London,Electronics,Visa,58.0,OTP,0.6161,0,7,21,0,4,0.0,6.762792073351079
Online,4092.13,Tablet,Tokyo,Clothing,Amex,85.0,PIN,0.7723,0,11,29,9,2,0.6,0.024774430341030742
ATM Withdrawal,71568.87,Mobile,New York,Restaurants,Discover,192.0,Biometric,0.7296,0,9,28,18,3,0.3333333333333333,0.3653492097649619
Online,61013.94,Tablet,Tokyo,Restaurants,Discover,19.0,Password,0.027,0,3,17,11,4,0.0,0.09151860543077439
Online,2413.41,Tablet,Mumbai,Travel,Mastercard,184.0,Password,0.125,0,11,8,8,2,0.0,0.7357881136950905
Bank Transfer,49160.98,Laptop,Mumbai,Restaurants,Discover,175.0,Password,0.4976,0,3,23,3,3,0.8,0.19691672633840193
Bank Transfer,13102.09,Laptop,New York,Groceries,Discover,48.0,Biometric,0.7154,0,9,13,15,2,0.3333333333333333,0.3470452197018157
Online,79062.2,Laptop,Mumbai,Travel,Mastercard,45.0,Biometric,0.899,0,4,3,13,0,0.2,0.8140230093305553
Online,46589.15,Laptop,Tokyo,Electronics,Visa,44.0,PIN,0.0872,0,8,23,19,2,0.6666666666666666,0.24634035262735574
ATM Withdrawal,29506.59,Laptop,Sydney,Restaurants,Discover,4.0,Password,0.3649,0,9,27,12,2,0.25,0.01725835292226709
Online,41720.84,Mobile,Sydney,Restaurants,Amex,61.0,Password,0.6601,0,3,7,22,1,0.25,0.4785506379043007
Bank Transfer,44160.91,Mobile,Tokyo,Restaurants,Amex,63.0,PIN,0.5806,0,1,27,17,4,3.0,0.3754066557230264
ATM Withdrawal,69261.1,Tablet,Mumbai,Electronics,Amex,65.0,PIN,0.5879,1,10,8,10,6,0.2,0.09710820035052117
ATM Withdrawal,73574.08,Mobile,London,Restaurants,Visa,71.0,Biometric,0.7564,0,1,26,1,3,0.6666666666666666,0.9676116504854368
Bank Transfer,90247.34,Laptop,London,Groceries,Mastercard,50.0,Password,0.495,0,6,23,16,4,0.14285714285714285,0.018332084660048698
POS,48573.39,Tablet,Sydney,Electronics,Discover,216.0,PIN,0.4244,0,1,12,13,3,4.0,0.06451688831352241
POS,68369.14,Tablet,Mumbai,Restaurants,Discover,210.0,OTP,0.1849,0,5,16,14,1,0.4444444444444444,0.34058977921877415
Bank Transfer,55884.07,Tablet,Tokyo,Groceries,Visa,90.0,Password,0.994,1,8,20,1,6,0.0,0.06105263157894737
Bank Transfer,5633.53,Laptop,Tokyo,Groceries,Visa,95.0,Password,0.9423,0,6,8,5,3,0.0,0.30689206762028604
ATM Withdrawal,46443.17,Laptop,London,Groceries,Mastercard,99.0,PIN,0.5592,0,10,20,2,4,0.0,0.6145425726880975
Bank Transfer,63435.75,Tablet,New York,Electronics,Amex,60.0,Biometric,0.9783,1,1,7,5,5,0.2727272727272727,0.21956634565480654
ATM Withdrawal,42937.43,Tablet,London,Restaurants,Visa,162.0,OTP,0.6831,0,11,14,7,1,0.5,0.20703556604055304
Online,79984.17,Tablet,New York,Electronics,Amex,208.0,Password,0.3679,0,9,15,16,4,1.0,0.010693970420932878
POS,98215.23,Mobile,unknown,Groceries,Visa,114.0,OTP,0.9428,0,7,5,20,2,1.5,0.9208902700973447
POS,65201.31,Tablet,Mumbai,Restaurants,Mastercard,237.0,Password,0.7815,0,1,18,5,2,0.14285714285714285,0.21960414703110273
Online,22022.44,Mobile,London,Groceries,Visa,125.0,Password,0.6305,0,9,1,20,4,0.1,0.08100615322198933
Bank Transfer,28717.23,Mobile,Mumbai,Restaurants,Mastercard,144.0,Password,0.1701,0,10,3,12,1,0.5714285714285714,0.015638878314934653
POS,47328.25,Mobile,New York,Restaurants,Visa,68.0,OTP,0.8966,0,12,1,5,4,0.5,0.08842775188239513
Bank Transfer,82041.82,Mobile,Tokyo,Groceries,Mastercard,60.0,Password,0.5881,1,8,19,14,5,0.08333333333333333,0.6193968471555861
Bank Transfer,31626.94,Mobile,Mumbai,Travel,Mastercard,10.0,Biometric,0.9882,0,12,4,4,0,0.0,0.0008680555555555555
POS,9866.51,Laptop,Mumbai,Groceries,Mastercard,31.0,Password,0.0425,0,1,20,12,4,0.08333333333333333,0.4387163294238948
POS,45031.02,Laptop,New York,Travel,Visa,18.0,PIN,0.8343,1,8,12,13,5,0.21428571428571427,0.7307573521842077
POS,62473.72,Mobile,Tokyo,Groceries,Visa,65.0,PIN,0.6074,0,9,25,1,0,0.0,1.1203438395415473
Bank Transfer,35255.31,Mobile,Mumbai,Groceries,Mastercard,6.0,PIN,0.8045,0,5,19,0,4,0.375,0.4410119027433959
Bank Transfer,91605.84,Tablet,Sydney,Electronics,Amex,55.0,Password,0.6278,0,8,11,11,5,0.2,0.09422030099263529
ATM Withdrawal,32584.8,Tablet,London,Clothing,Visa,70.0,PIN,0.3009,0,8,9,15,2,0.0,7.188328912466844
Bank Transfer,71611.39,Tablet,London,Electronics,Discover,47.0,OTP,0.4577,0,2,15,2,2,0.25,0.026846149931294215
Bank Transfer,9744.53,Laptop,London,Clothing,Mastercard,136.0,PIN,0.9821,0,9,14,5,3,0.2857142857142857,0.4710755761368981
Online,11260.09,Tablet,New York,Groceries,Mastercard,22.0,OTP,0.7258,0,8,11,16,4,0.09090909090909091,0.10223145969896992
Online,96488.59,Laptop,New York,Electronics,Amex,19.0,Password,0.4823,1,9,30,22,5,0.0,0.1045118412430965
Bank Transfer,7530.02,Mobile,Sydney,Restaurants,Mastercard,185.0,OTP,0.5446,0,10,4,11,2,0.0,0.07714109225682207
POS,80804.55,Mobile,Mumbai,Restaurants,Discover,11.0,Biometric,0.4834,0,5,10,0,2,0.09090909090909091,0.026285714285714287
POS,3948.9,Tablet,London,Clothing,Amex,123.0,OTP,0.9088,0,9,15,3,4,0.23076923076923078,1.3067131383542963
Bank Transfer,75039.03,Tablet,London,Electronics,Amex,88.0,Password,0.196,0,8,8,21,1,0.08333333333333333,0.4376607955669899
Online,17620.76,Laptop,London,Restaurants,Amex,65.0,OTP,0.0778,0,11,20,14,0,0.4444444444444444,0.028058838534138254
POS,54615.96,Tablet,London,Groceries,Visa,148.0,Biometric,0.7181,0,6,19,13,0,0.5714285714285714,0.08677857524171066
ATM Withdrawal,57610.72,Laptop,London,Groceries,Amex,72.0,OTP,0.0074,1,7,1,11,5,0.6666666666666666,0.10479562067722162
POS,52640.15,Mobile,Mumbai,Restaurants,Discover,164.0,PIN,0.1157,1,1,28,7,5,0.5,0.1255005753739931
ATM Withdrawal,81897.67,Tablet,Mumbai,Travel,Discover,183.0,Biometric,0.6967,0,5,3,14,2,0.1,0.08456943610849124
Bank Transfer,7582.69,Laptop,New York,Clothing,Discover,201.0,Biometric,0.5432,0,9,11,18,0,0.3333333333333333,0.07954545454545453
Bank Transfer,61005.88,Tablet,New York,Groceries,Discover,200.0,Biometric,0.8924,0,2,7,12,1,0.0,1.2011994583091508
POS,86556.71,Laptop,London,Clothing,Mastercard,136.0,OTP,0.0357,0,3,24,22,4,0.2,0.16722742566154405
Online,31313.61,Laptop,Tokyo,Restaurants,Visa,108.0,Password,0.8473,0,2,17,15,4,2.0,0.9100711667026095
ATM Withdrawal,29438.76,Tablet,London,Electronics,Visa,45.0,PIN,0.1726,0,10,17,10,1,0.08333333333333333,2.6123690435958093
Bank Transfer,79635.82,Mobile,Tokyo,Travel,Visa,179.0,Biometric,0.8709,0,1,5,21,3,0.15384615384615385,0.6562471706654595
POS,21848.05,Laptop,Mumbai,Electronics,Mastercard,101.0,Password,0.5202,0,1,19,15,3,1.0,0.18046882997236155
POS,98853.56,Mobile,Sydney,Restaurants,Mastercard,76.0,PIN,0.5724,0,3,30,15,3,0.3333333333333333,0.6082622251394815
Online,23618.59,Mobile,Tokyo,Restaurants,Mastercard,133.0,Biometric,0.5708,0,11,15,14,2,0.0,0.8391547327977645
Online,27932.73,Laptop,Tokyo,Groceries,Discover,173.0,OTP,0.9542,0,10,4,13,2,0.2857142857142857,0.2788835506749027
POS,12020.91,Tablet,London,Groceries,Amex,11.0,Password,0.6891,0,2,7,12,1,0.0,0.8402563382917018
Online,38508.77,Laptop,unknown,Restaurants,Visa,138.0,Password,0.0844,1,1,29,11,6,1.0,4.134831460674158
Bank Transfer,56833.14,Tablet,London,Groceries,Mastercard,105.0,OTP,0.0118,0,2,28,8,1,0.0,0.7684969686521277
Online,14384.9,Laptop,unknown,Groceries,Mastercard,201.0,Biometric,0.878,0,6,21,2,2,0.07142857142857142,0.3415115381315948
POS,16345.67,Laptop,New York,Clothing,Mastercard,181.0,OTP,0.2395,0,8,17,4,3,0.14285714285714285,0.19071895127335625
POS,6137.97,Mobile,New York,Clothing,Amex,26.0,OTP,0.1034,0,12,28,4,3,0.0,0.713589178987103
Bank Transfer,16090.06,Tablet,Sydney,Groceries,Mastercard,82.0,Biometric,0.7334,0,3,24,16,4,0.6,0.0797440980356821
ATM Withdrawal,11823.75,Tablet,unknown,Restaurants,Mastercard,55.0,Password,0.3366,0,10,11,0,2,0.5,0.018707821976707766
ATM Withdrawal,19626.76,Mobile,London,Clothing,Amex,49.0,Password,0.937,1,2,25,0,5,0.3333333333333333,0.04893107648368264
ATM Withdrawal,12058.24,Tablet,Sydney,Electronics,Visa,30.0,PIN,0.5861,0,4,7,23,4,0.16666666666666666,0.19484629294755879
Online,67464.29,Tablet,Sydney,Electronics,Discover,215.0,Password,0.7084,0,4,3,16,0,0.0,0.09451744095104021
ATM Withdrawal,31155.86,Mobile,New York,Clothing,Visa,7.0,PIN,0.247,1,8,12,20,5,0.2222222222222222,0.0028650464335111636
POS,55516.33,Laptop,New York,Clothing,Amex,178.0,OTP,0.5239,0,10,12,0,3,0.6,0.30710944002755375
Bank Transfer,61617.96,Laptop,New York,Electronics,Amex,135.0,Password,0.3855,0,8,11,11,5,0.0,0.20409857328145267
POS,46524.25,Laptop,Mumbai,Electronics,Mastercard,235.0,PIN,0.0751,0,9,20,23,2,0.125,0.465952080706179
Bank Transfer,31823.47,Tablet,Sydney,Electronics,Discover,80.0,PIN,0.6316,0,12,13,3,2,0.16666666666666666,0.17320910340614024
Bank Transfer,6097.87,Tablet,Tokyo,Travel,Mastercard,172.0,Biometric,0.2874,1,1,14,8,5,0.2222222222222222,0.9227551172867176
Online,50329.14,Tablet,Mumbai,Restaurants,Visa,59.0,PIN,0.9643,0,4,28,17,4,3.0,0.35282501371365876
POS,75886.53,Tablet,Mumbai,Restaurants,Visa,26.0,Password,0.711,1,1,22,13,6,0.3333333333333333,0.07740061636698224
